lokasiid,komisi,kegiatanid,kegiatanno,skpdkode,skpdnama,urusankode,urusannama,programkode,programteks,kegiatan,anggaran,vol,satuan,periode_data
0,2,110386,9,1.07.024,UPT Pusat Pengujian Kendaraan Bermotor Cilincing,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,"Perawatan Perbaikan Lajur, Gedung Mekanis Pusat PKB","176,147,587",1,Paket,2015
0,2,110387,1,1.07.023,UPT Pusat Pengujian Kendaraan Bermotor Ujung Menteng,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran UP Pengujian Kendaraan Bermotor Ujung Menteng,"1,935,355,915",1,Paket,2015
0,2,110388,2,1.07.023,UPT Pusat Pengujian Kendaraan Bermotor Ujung Menteng,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa Tali dan IPAL (12 bulan),"749,664,612",1,Paket,2015
0,2,110389,3,1.07.023,UPT Pusat Pengujian Kendaraan Bermotor Ujung Menteng,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,"Rehab Kantor, Pos Security, dan Pagar Pusat PKB","199,836,106",1,Paket,2015
0,2,110390,4,1.07.023,UPT Pusat Pengujian Kendaraan Bermotor Ujung Menteng,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Buku Uji dan Plat Uji serta Stiker Tanda Lulus Uji Kendaraan Bermotor,"591,800,000",1,Paket,2015
3,2,110361,5,1.07.013,Sudin Perhubungan - JAKBAR,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa TALI dan IPAL (12 Bulan),"161,565,195",1,Paket,2015
4,2,110362,1,1.07.014,Sudin Perhubungan - JAKSEL,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran,"848,326,432",1,Paket,2015
4,2,110363,2,1.07.014,Sudin Perhubungan - JAKSEL,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan TALI dan IPAL (12 Bulan),"21,745,000",1,Paket,2015
4,2,110364,4,1.07.014,Sudin Perhubungan - JAKSEL,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Jasa Kebersihan Sarana Prasarana Lalu Lintas Jakarta Selatan,"199,979,780",1,Paket,2015
2,2,110365,1,1.07.012,Sudin Perhubungan - JAKUT,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran,"859,997,535",1,Paket,2015
2,2,110366,2,1.07.012,Sudin Perhubungan - JAKUT,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa TALI dan IPAL (12 Bulan),"417,734,856",1,Paket,2015
1,2,110367,1,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran,"1,049,954,789",1,Paket,2015
1,2,110368,2,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa TALI dan IPAL (12 Bulan),"168,267,480",1,Paket,2015
1,2,110369,3,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Pengadaan Sarana Perhubungan Jakarta Pusat,"2,039,336,200",1,Paket,2015
0,2,110370,1,1.07.008,DINAS PERHUBUNGAN DAN TRANSPORTASI,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran,"3,563,974,307",1,Paket,2015
0,2,110371,4,1.07.008,DINAS PERHUBUNGAN DAN TRANSPORTASI,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Pengelolaan Administrasi dan Penatausahaan Kantor Dinas Perhubungan dan Transportasi,"335,366,822",1,Paket,2015
0,2,110372,7,1.07.008,DINAS PERHUBUNGAN DAN TRANSPORTASI,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa TALI dan IPAL (12 bulan),"2,694,516,000",1,Paket,2015
0,2,110373,8,1.07.008,DINAS PERHUBUNGAN DAN TRANSPORTASI,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Pemeliharaan Repeater Link Pendukung Komunikasi Petugas Lapangan,"200,000,000",1,Paket,2015
0,2,110374,1,1.07.019,Unit Pengelola Angkutan Perairan dan Kepelabuhanan,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Penyediaan Jasa Tali dan IPAL (12 Bulan),"663,334,980",1,Paket,2015
0,2,110375,2,1.07.019,Unit Pengelola Angkutan Perairan dan Kepelabuhanan,1.07,Perhubungan,1.07.09,Program Peningkatan dan Pengelolaan Kantor Urusan Perhubungan,Peningkatan Administrasi Perkantoran,"4,110,083,032",1,Paket,2015
0,2,110583,4,2.05.001,"DINAS KELAUTAN, PERTANIAN DAN KETAHANAN PANGAN",1.08,Lingkungan Hidup,1.08.04,Program Peningkatan Ruang Terbuka Hijau Pertanian dan Kehutanan,Pembangunan Sarana dan Prasarana Hutan Kota dan Hutan Mangrove,"1,491,898,941",1,Paket,2015
0,2,110584,5,2.05.001,"DINAS KELAUTAN, PERTANIAN DAN KETAHANAN PANGAN",1.08,Lingkungan Hidup,1.08.04,Program Peningkatan Ruang Terbuka Hijau Pertanian dan Kehutanan,Peningkatan Penghijauan RTH dalam rangka Asean Games,"499,714,251",1,Paket,2015
0,2,110585,7,2.05.001,"DINAS KELAUTAN, PERTANIAN DAN KETAHANAN PANGAN",1.08,Lingkungan Hidup,1.08.04,Program Peningkatan Ruang Terbuka Hijau Pertanian dan Kehutanan,Pengadaan Lahan untuk Hutan Kota di Jakarta,"74,600,000,000",1,Paket,2015
6,2,110586,1,2.02.014,"Sudin Kelautan, Pertanian dan Ketahanan Pangan - KEP. SERIBU",1.08,Lingkungan Hidup,1.08.04,Program Peningkatan Ruang Terbuka Hijau Pertanian dan Kehutanan,Penghijauan Tanaman Buah,"399,917,575",1,Paket,2015
6,2,110587,2,2.02.014,"Sudin Kelautan, Pertanian dan Ketahanan Pangan - KEP. SERIBU",1.08,Lingkungan Hidup,1.08.04,Program Peningkatan Ruang Terbuka Hijau Pertanian dan Kehutanan,Penghijauan Lingkungan,"199,990,975",1,Paket,2015
0,4,110588,1,1.08.003,BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,1.08,Lingkungan Hidup,1.08.05,Program Mitigasi dan Adaptasi Perubahan Iklim,Pengendalian Dampak Perubahan Iklim,"1,167,724,300",1,Paket,2015
0,2,110589,1,2.05.001,"DINAS KELAUTAN, PERTANIAN DAN KETAHANAN PANGAN",1.08,Lingkungan Hidup,1.08.06,Program Konservasi Flora dan Fauna,Pembangunan Pengamanan Sampah di Ecomarine,"499,999,851",1,Paket,2015
0,4,110590,2,1.08.027,KANTOR PENGELOLA TAMAN MARGASATWA RAGUNAN,1.08,Lingkungan Hidup,1.08.06,Program Konservasi Flora dan Fauna,"Perencanaan, Master Plan dan Kajian TMR","3,729,476,431",1,Paket,2015
0,4,110591,3,1.08.027,KANTOR PENGELOLA TAMAN MARGASATWA RAGUNAN,1.08,Lingkungan Hidup,1.08.06,Program Konservasi Flora dan Fauna,Pembangunan Sarana dan Prasarana TMR,"43,253,271,918",1,Paket,2015
0,4,110592,4,1.08.027,KANTOR PENGELOLA TAMAN MARGASATWA RAGUNAN,1.08,Lingkungan Hidup,1.08.06,Program Konservasi Flora dan Fauna,Pemeliharaan/Rehab Sarana dan Prasarana TMR,"15,736,551,609",1,Paket,2015
0,4,110593,5,1.08.027,KANTOR PENGELOLA TAMAN MARGASATWA RAGUNAN,1.08,Lingkungan Hidup,1.08.06,Program Konservasi Flora dan Fauna,Belanja Operasional Badan Layanan Umum TMR,"28,500,000,000",1,Paket,2015
0,2,110594,1,2.05.001,"DINAS KELAUTAN, PERTANIAN DAN KETAHANAN PANGAN",1.08,Lingkungan Hidup,1.08.07,Program Rehabilitasi dan pemulihan lingkungan hidup dan sumber daya kelautan,Rehabilitasi Ekosistem Laut,"999,999,864",1,Paket,2015
0,4,110595,1,1.08.030,UPT Laboratorium Lingkungan Hidup Daerah,1.08,Lingkungan Hidup,1.08.08,Program Peningkatan Prasarana dan Sarana Lingkungan Hidup,Pengadaan Sarana Prasarana Laboratorium,"8,481,792,213",1,Paket,2015
1,4,110596,1,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.08,Program Peningkatan Prasarana dan Sarana Lingkungan Hidup,Pengadaan Sarana Prasarana Pemakaman Jakarta Pusat,"382,948,390",1,Paket,2015
3,2,110597,1,2.02.017,"Sudin Kelautan, Pertanian dan Ketahanan Pangan - JAKBAR",1.08,Lingkungan Hidup,1.08.08,Program Peningkatan Prasarana dan Sarana Lingkungan Hidup,Pemeliharaan Kios dan Food Court Sentraflora Semanan,"199,526,858",1,Paket,2015
3,2,110598,2,2.02.017,"Sudin Kelautan, Pertanian dan Ketahanan Pangan - JAKBAR",1.08,Lingkungan Hidup,1.08.08,Program Peningkatan Prasarana dan Sarana Lingkungan Hidup,Pengadaan dan Pemeliharaan Sarana Prasarana BPP Kembangan,"149,032,785",1,Paket,2015
3,2,110599,3,2.02.017,"Sudin Kelautan, Pertanian dan Ketahanan Pangan - JAKBAR",1.08,Lingkungan Hidup,1.08.08,Program Peningkatan Prasarana dan Sarana Lingkungan Hidup,Pengamanan dan Kebersihan Sentraflora Semanan,"298,124,373",1,Paket,2015
4,4,110600,1,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Penghijauan vertikal TPU Tanah Kusir Kebayoran Lama Selatan,"915,962,058",1,Paket,2015
1,4,110601,1,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Perbaikan Jalur Hijau Jati Pinggir Jakarta Pusat,"2,499,602,204",1,Paket,2015
1,4,110602,2,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Perencanaan Pembebasan lahan untuk RTH,"24,503,000",1,Paket,2015
1,4,110603,4,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Pemeliharaan/Perbaikan Rutin Jalur Hijau Sudin Pertamanan dan Pemakaman Jakarta Pusat,"11,993,961,754",1,Paket,2015
1,4,110604,5,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Peningkatan Taman Baladewa Kec. Johar Baru,"749,629,353",1,Paket,2015
1,4,110605,6,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Peningkatan Jalur Hijau Jl Bungur Jakarta Pusat,"999,476,683",1,Paket,2015
1,4,110606,7,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Peningkatan Taman Jembatan Serong Cempaka Putih,"749,807,974",1,Paket,2015
1,4,110607,8,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Pembangunan Jalur Hijau Sisi Timur Jl.Abdul Muis Jakarta Pusat,"748,502,133",1,Paket,2015
1,4,110608,9,1.08.021,Sudin Pertamanan dan Pemakaman - JAKPUS,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,"Pembinaan, Pengembangan Pertamanan dan Pemakaman Jakarta Pusat","2,199,456,594",1,Paket,2015
0,4,110609,2,1.08.001,DINAS PERTAMANAN DAN PEMAKAMAN,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,"Pembangunan Taman Waduk Ria-Rio, Pulomas - Jakarta Timur","43,079,127,075",1,Paket,2015
0,4,110610,3,1.08.001,DINAS PERTAMANAN DAN PEMAKAMAN,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,"Pembangunan Taman RTH Jl. Ujung Menteng RW 01, Cakung Jakarta Timur","1,999,763,488",1,Paket,2015
0,4,110611,4,1.08.001,DINAS PERTAMANAN DAN PEMAKAMAN,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Pembangunan Taman Jalur Hijau,"5,642,717,364",1,Paket,2015
0,4,110612,21,1.08.001,DINAS PERTAMANAN DAN PEMAKAMAN,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Pembebasan Lahan untuk Ruang Terbuka Hijau di Provinsi DKI Jakarta,"2,234,830,810,360",1,Paket,2015
5,4,110613,2,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.09,Program Peningkatan Kuantitas RTH Pertamanan dan Pemakaman,Pemeliharaan RTH Jalur Hijau Wilayah Jakarta Timur,"2,949,552,000",1,Paket,2015
5,4,110614,2,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Brombek Kecamatan Matraman,"271,598,493",1,Paket,2015
5,4,110615,3,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Jalur Hijau Jl. Dr. Sumarno (Segmen II),"1,999,999,539",1,Paket,2015
5,4,110616,4,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Penataan Taman di sekitar Sekolah, Puskesmas dan Kel. Utan Kayu Selatan","305,298,803",1,Paket,2015
5,4,110617,5,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Peningkatan Taman IKIP, RW.014, Kec. Duren Sawit","837,364,511",1,Paket,2015
5,4,110618,6,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Penataan Taman di sekitar Sekolah, Puskesmas dan Kel. Duren Sawit","15,420,900",1,Paket,2015
5,4,110619,7,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman viaduct Jatinegara sisi Barat Segmen II,"1,999,956,281",1,Paket,2015
5,4,110620,8,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Pendidikan Kec. Pasar Rebo,"527,971,228",1,Paket,2015
5,4,110621,9,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Jaya Kusuma Kec. Makasar,"1,669,268,341",1,Paket,2015
5,4,110622,10,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Perhubungan Kec. Pulogadung,"695,094,210",1,Paket,2015
5,4,110623,12,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Penataan Taman di sekitar Sekolah, Puskesmas dan Kel. Cipinang Besar Kec. Jatinegara","313,745,052",1,Paket,2015
5,4,110624,13,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pembangunan Taman interaktif di Kel. Kramat Jati,"24,437,600",1,Paket,2015
5,4,110625,14,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Penataan Taman di sekitar Sekolah, Puskesmas dan Kel. Kramat Jati","15,420,900",1,Paket,2015
5,4,110626,15,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Casia di wilayah Kel. Pulogebang Kec. Cakung,"336,157,001",1,Paket,2015
5,4,110627,16,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,"Penataan Taman di sekitar Sekolah, Puskesmas dan Kel. Cakung","466,845,099",1,Paket,2015
5,4,110628,17,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Peningkatan Taman Blok N Kec. Cipayung,"848,762,837",1,Paket,2015
5,4,110629,18,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan/Perbaikan Rutin Penataan Kampung Deret di Jakarta Timur,"999,806,968",1,Paket,2015
5,4,110630,19,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kec. Jatinegara,"3,547,152,000",1,Paket,2015
5,4,110631,20,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Cakung,"1,140,912,000",1,Paket,2015
5,4,110632,21,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman di wilayah Kecamatan Kramat Jati,"1,398,384,000",1,Paket,2015
5,4,110633,22,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Cipayung,"1,079,568,000",1,Paket,2015
5,4,110634,23,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Pasar Rebo,"782,208,000",1,Paket,2015
5,4,110635,24,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Ciracas,"846,432,000",1,Paket,2015
5,4,110636,25,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman di wilayah Kecamatan Pulogadung,"2,682,144,000",1,Paket,2015
5,4,110637,26,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan taman wilayah Kecamatan Duren Sawit,"8,475,264,000",1,Paket,2015
5,4,110638,27,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Makasar,"1,434,240,000",1,Paket,2015
5,4,110639,28,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Taman wilayah Kecamatan Matraman,"975,456,000",1,Paket,2015
5,4,110640,29,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pengadaan Papan Nama Taman di Jakarta Timur,"199,184,769",1,Paket,2015
5,4,110641,30,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pengadaan Papan Himbauan/Informasi di Taman dan Jalur Hijau di Jakarta Timur,"196,223,864",1,Paket,2015
5,4,110642,31,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,1.08,Lingkungan Hidup,1.08.10,Program Pengelolaan RTH Pertamanan dan Pemakaman,Pemeliharaan Ruang Terbuka Hijau Kanal Banjir Timur,"666,777,600",1,Paket,2015
6,2,110435,3,1.07.016,Sudin Perhubungan - Kep. Seribu,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"148,758,325",1,Paket,2015
5,2,110436,1,1.07.015,Sudin Perhubungan - JAKTIM,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Pemeliharaan / Perawatan Kendaraan Dinas Operasional (KDO),"208,863,440",1,Paket,2015
5,2,110437,2,1.07.015,Sudin Perhubungan - JAKTIM,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"499,995,200",1,Paket,2015
0,2,110438,1,1.07.022,Unit Pengelola Terminal Terpadu Pulo Gebang,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"395,860,080",1,Paket,2015
0,2,110439,1,1.07.020,Unit Pengelola Angkutan Sekolah,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"699,766,351",1,Paket,2015
0,2,110440,2,1.07.018,Unit Pengelola Terminal Angkutan Jalan,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"299,990,000",1,Paket,2015
0,2,110441,1,1.07.017,UPT Pusat Pengujian Kendaraan Bermotor Pulo Gadung,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"142,560,000",1,Paket,2015
0,2,110442,1,1.07.023,UPT Pusat Pengujian Kendaraan Bermotor Ujung Menteng,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"48,564,252",1,Paket,2015
0,2,110443,1,1.07.024,UPT Pusat Pengujian Kendaraan Bermotor Cilincing,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"78,672,000",1,Paket,2015
0,2,110444,1,1.07.021,Unit Pengelola Sistem Pengendalian Lalulintas,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"464,850,000",1,Paket,2015
0,2,110445,1,1.07.019,Unit Pengelola Angkutan Perairan dan Kepelabuhanan,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"149,635,200",1,Paket,2015
0,2,110446,2,1.07.019,Unit Pengelola Angkutan Perairan dan Kepelabuhanan,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Biaya pajak kendaraan dinas operasional UP. APK,"5,657,000",1,Paket,2015
0,2,110447,2,1.07.008,DINAS PERHUBUNGAN DAN TRANSPORTASI,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"11,051,669,598",1,Paket,2015
1,2,110448,1,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"749,595,000",1,Paket,2015
1,2,110449,2,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Pemeliharaan dan perbaikan kendaraan bermotor roda empat,"199,980,000",1,Paket,2015
1,2,110450,3,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.11,Program Pengelolaan Kendaraan Dinas Urusan Perhubungan,Pemeliharaan dan perbaikan kendaraan bermotor roda dua,"199,980,000",1,Paket,2015
1,2,110451,1,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.14,Program Peningkatan Kualitas Pelayanan Publik Urusan Perhubungan,Rehab gedung kantor termasuk taman dan pagar,"399,895,678",1,Paket,2015
1,2,110452,2,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.14,Program Peningkatan Kualitas Pelayanan Publik Urusan Perhubungan,"Perbaikan, Penggantian dan Pemasangan Rambu Lalu Lintas di Jakarta Pusat","553,826,083",1,Paket,2015
1,2,110453,3,1.07.011,Sudin Perhubungan - JAKPUS,1.07,Perhubungan,1.07.14,Program Peningkatan Kualitas Pelayanan Publik Urusan Perhubungan,Pemeliharaan/Peningkatan Rambu Lalu Lintas Type F di Wilayah Jakarta Pusat,"199,925,747",1,Paket,2015
0,2,110265,6,1.07.017,UPT Pusat Pengujian Kendaraan Bermotor Pulo Gadung,1.07,Perhubungan,1.07.03,Program Peningkatan Keselamatan Lalu lintas dan Angkutan,"Perawatan, Perbaikan, kalibrasi dan sertifikasi alat uji PKB","799,898,000",1,Paket,2015
0,2,110266,7,1.07.017,UPT Pusat Pengujian Kendaraan Bermotor Pulo Gadung,1.07,Perhubungan,1.07.03,Program Peningkatan Keselamatan Lalu lintas dan Angkutan,Penyediaan Spare Parts dan Penunjang Alat Uji PKB,"548,983,600",1,Paket,2015
