periode_data,kode_urusan_program,nama_urusan_program,kode_urusan_pelaksana,nama_urusan_pelaksana,kode_skpd,nama_skpd,kode_program,nama_program,kode_kegiatan,nama_kegiatan,nilai_anggaran
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201830,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBAYORAN BARU - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,3303197708
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201830,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBAYORAN BARU - JAKSEL,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,17728818870
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2874270408
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.04,Penerbitan Izin Rumah Sakit Kelas B dan Fasilitas Pelayanan Kesehatan Tingkat Daerah Provinsi,56090000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.01,Penyediaan Fasilitas Pelayanan Kesehatan untuk UKM dan UKP Kewenangan Daerah Kabupaten/Kota,11812129694
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,132660000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.1.02,Pengembangan Mutu dan Peningkatan Kompetensi Teknis Sumber Daya Manusia Kesehatan Tingkat Daerah Provinsi,57450000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.04,"PROGRAM SEDIAAN FARMASI, ALAT KESEHATAN DAN MAKANAN MINUMAN",1.02.04.2.01,"Pemberian Izin Apotek, Toko Obat, Toko Alat Kesehatan dan Optikal, Usaha Mikro Obat Tradisional (UMOT)",900000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.04,"PROGRAM SEDIAAN FARMASI, ALAT KESEHATAN DAN MAKANAN MINUMAN",1.02.04.2.03,"Penerbitan Sertifikat Produksi Pangan Industri Rumah Tangga dan Nomor P-IRT sebagai Izin Produksi, untuk Produk Makanan Minuman Tertentu yang Dapat Diproduksi oleh Industri Rumah Tangga",2700000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201815,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA BARAT,1.02.05,PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN,1.02.05.2.03,Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM) Tingkat Daerah Kabupaten/Kota,25348000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201816,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBON JERUK - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3632232318
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201816,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBON JERUK - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,22757019334
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201816,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBON JERUK - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",1607353665
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201816,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBON JERUK - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1450790611
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201816,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEBON JERUK - JAKBAR,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,23818829591
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201817,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEMBANGAN - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,4205742684
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201817,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEMBANGAN - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,18708566198
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201817,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEMBANGAN - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",1914083000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201817,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEMBANGAN - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,2010242706
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201817,PUSAT KESEHATAN MASYARAKAT KECAMATAN KEMBANGAN - JAKBAR,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,18048365546
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201818,PUSAT KESEHATAN MASYARAKAT KECAMATAN CENGKARENG - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2058755160
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201818,PUSAT KESEHATAN MASYARAKAT KECAMATAN CENGKARENG - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,38000000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201818,PUSAT KESEHATAN MASYARAKAT KECAMATAN CENGKARENG - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",183760000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201818,PUSAT KESEHATAN MASYARAKAT KECAMATAN CENGKARENG - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,2209746368
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201818,PUSAT KESEHATAN MASYARAKAT KECAMATAN CENGKARENG - JAKBAR,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,12887926080
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201819,PUSAT KESEHATAN MASYARAKAT KECAMATAN KALIDERES - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,4142019310
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201819,PUSAT KESEHATAN MASYARAKAT KECAMATAN KALIDERES - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,25890000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201819,PUSAT KESEHATAN MASYARAKAT KECAMATAN KALIDERES - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",605220000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201819,PUSAT KESEHATAN MASYARAKAT KECAMATAN KALIDERES - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1435875105
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201819,PUSAT KESEHATAN MASYARAKAT KECAMATAN KALIDERES - JAKBAR,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,22669269584
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201820,PUSAT KESEHATAN MASYARAKAT KECAMATAN GROGOL PETAMBURAN - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3441062196
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201820,PUSAT KESEHATAN MASYARAKAT KECAMATAN GROGOL PETAMBURAN - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,14000000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201820,PUSAT KESEHATAN MASYARAKAT KECAMATAN GROGOL PETAMBURAN - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",1391934946
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201820,PUSAT KESEHATAN MASYARAKAT KECAMATAN GROGOL PETAMBURAN - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1949921299
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201820,PUSAT KESEHATAN MASYARAKAT KECAMATAN GROGOL PETAMBURAN - JAKBAR,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,21974753052
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201821,PUSAT KESEHATAN MASYARAKAT KECAMATAN PAL MERAH - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2740105082
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201821,PUSAT KESEHATAN MASYARAKAT KECAMATAN PAL MERAH - JAKBAR,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,16800000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201821,PUSAT KESEHATAN MASYARAKAT KECAMATAN PAL MERAH - JAKBAR,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",608669989
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201905,RUMAH SAKIT UMUM DAERAH PASAR REBO,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.03,Penyelenggaraan Sistem Informasi Kesehatan Secara Terintegrasi,6083277604
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201905,RUMAH SAKIT UMUM DAERAH PASAR REBO,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.01,Penyediaan Fasilitas Pelayanan Kesehatan untuk UKM dan UKP Kewenangan Daerah Kabupaten/Kota,15056460972
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201905,RUMAH SAKIT UMUM DAERAH PASAR REBO,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,46557463200
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,10576000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",180750000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",255600000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,579747401
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,17257484772
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201831,PUSAT KESEHATAN MASYARAKAT KECAMATAN SETIABUDI - JAKSEL,1.02.05,PROGRAM PEMBERDAYAAN MASYARAKAT BIDANG KESEHATAN,1.02.05.2.03,Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM) Tingkat Daerah Kabupaten/Kota,21490000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.06,Administrasi Umum Perangkat Daerah,212732859
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3663483382
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.02.01.1.10,Peningkatan Pelayanan BLUD,14200000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.01,"Penyediaan Fasilitas Pelayanan, Sarana, Prasarana dan Alat Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",251879288
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",564987560
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1560056374
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201832,PUSAT KESEHATAN MASYARAKAT KECAMATAN TEBET - JAKSEL,1.02.03,PROGRAM PENINGKATAN KAPASITAS SUMBER DAYA MANUSIA KESEHATAN,1.02.03.2.02,Perencanaan Kebutuhan dan Pendayagunaan Sumber Daya Manusia Kesehatan untuk UKP dan UKM di Wilayah Kabupaten/Kota,18981143732
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201835,PUSAT KESEHATAN MASYARAKAT KECAMATAN CIRACAS - JAKTIM,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.1.02,"Penyediaan Layanan Kesehatan untuk UKP Rujukan, UKM dan UKM Rujukan Tingkat Daerah Provinsi",385975960
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,2,URUSAN PEMERINTAHAN BIDANG KESEHATAN,10201835,PUSAT KESEHATAN MASYARAKAT KECAMATAN CIRACAS - JAKTIM,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,2530937239
